Scenario,Date,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
actual,2017-08-27 13:00,0,21.6,36,12,182,90.2,63.6,403.3,8.1,91.2,26
actual,2017-08-28 13:00,0,22.7,56,18.2,192,88.6,65.8,410.4,8.8,93.9,28.1
actual,2017-08-29 13:00,2.5,17.2,87,11.6,235,62.6,55.2,416.5,0.8,82.9,3.6
actual,2017-08-30 13:00,4.3,10.4,72,12.9,345,50,39.1,408.7,0.3,63.1,0.6
actual,2017-08-31 13:00,0,14,43,8.9,159,73.6,40.9,414.2,1.1,65.5,4.1
actual,2017-09-01 13:00,0,19,50,25.7,189,84.6,42.6,419.4,7.3,68,20.8
actual,2017-09-02 13:00,2.5,16.7,80,14.4,291,65.7,36.5,424.1,1.1,60.1,3.8
actual,2017-09-03 13:00,0,18.6,58,14.9,256,80.1,38,429.1,2.4,62.2,8.3
actual,2017-09-04 13:00,3.6,11.1,71,17.5,274,59.9,28.6,423.1,1,49,2.7
actual,2017-09-05 13:00,3.5,9,93,20.3,335,38.8,21.1,417.2,0.1,37.5,0.1
actual,2017-09-06 13:00,2,12,60,6.8,321,53.2,19.6,421.1,0.3,35.1,0.4
actual,2017-09-07 13:00,0,11.4,72,10.7,154,67.4,20.2,424.8,1,36.2,2
actual,2017-09-08 13:00,2,15.8,45,10.6,253,72.8,19.5,429.4,1.2,35,2.5
actual,2017-09-09 13:00,0,19.6,42,27.4,228,86.1,21.7,434.6,9.8,38.5,19.2
actual,2017-09-10 13:00,0,21.5,54,16.7,184,86.8,23.5,440.2,6.3,41.5,14.3
actual,2017-09-11 13:00,0.8,21.2,40,32.8,261,88.1,25.9,445.7,17.2,45.2,30.7
-1,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-1,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-1,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-1,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-1,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-1,2017-09-01 13:00,0,21.6,36,19.3,196.8,88.2,40.3,394.4,8.7,64.2,22.9
-1,2017-09-02 13:00,12,16.3,92.5,21.3,267.6,33.3,19.2,355.6,0,33.8,0
-1,2017-09-03 13:00,3.3,21.1,43.6,19.1,288,68.9,16.2,354.2,1.6,29.1,3.2
-1,2017-09-04 13:00,5.4,9.3,78.3,17,294.9,46.2,10,342.4,0.2,18.7,0.2
-1,2017-09-05 13:00,3.9,7.8,80,21.6,334.4,43.1,6.6,336.7,0.2,12.6,0.1
-1,2017-09-06 13:00,1.6,7.3,66.3,18.2,332,56.7,6.6,339.7,0.8,12.5,0.6
-1,2017-09-07 13:00,0.4,10.6,42.7,11.3,276.2,75.3,7.8,343.3,1.4,14.7,1.2
-1,2017-09-08 13:00,0,17.9,37.2,24.3,239.6,86.8,9.9,348.2,9.2,18.4,12.6
-1,2017-09-09 13:00,0,22.6,44.8,0.9,26.6,88.1,12.2,354,3.4,22.5,6
-1,2017-09-10 13:00,0,24.3,49.8,12.4,274.3,88.2,14.5,360,6.2,26.3,11
-1,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.9,7.5,330,0.2,14.2,0.2
-2,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-2,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-2,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-2,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-2,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-2,2017-09-01 13:00,0,22.9,51.1,20.5,183.7,85.9,39.8,394.6,6.7,63.6,19
-2,2017-09-02 13:00,10.9,15.1,64.9,23,302.5,56.3,20.3,359.9,1,35.6,2
-2,2017-09-03 13:00,4.4,11.4,53.4,21.5,293.8,59,14.4,352.4,1.1,26.1,1.7
-2,2017-09-04 13:00,0.8,6.5,54.2,19.2,283.2,71.7,15,355.3,1.7,27.2,3.3
-2,2017-09-05 13:00,3.7,7.2,84.5,12.7,326.8,46.5,10.4,349.6,0.2,19.3,0.2
-2,2017-09-06 13:00,7.9,10.3,82.7,11.2,260,31.4,5.5,328.8,0,10.6,0
-2,2017-09-07 13:00,4.5,12.2,86.4,9.8,158.4,29.4,3.2,321.7,0,6.2,0
-2,2017-09-08 13:00,14.4,8.1,90.8,19.3,351.6,17.4,1.1,280.3,0,2.1,0
-2,2017-09-09 13:00,1.9,11.8,45.1,10.9,310.1,50.3,1.7,284.1,0.3,3.3,0.1
-2,2017-09-10 13:00,0,15.4,35.7,21.1,210.9,79,3.6,288.6,3,6.9,2.4
-2,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.3,1.7,263.8,0.2,3.3,0.1
-3,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-3,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-3,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-3,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-3,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-3,2017-09-01 13:00,0,21.9,35,19.4,186.3,88.4,40.4,394.5,9.1,64.3,23.6
-3,2017-09-02 13:00,3.6,23.9,40.9,16.5,276,79.9,32.4,391.3,2.6,53.7,8
-3,2017-09-03 13:00,2.9,16.1,47,27.4,296.3,75.6,27.4,390.2,3.1,46.7,8.7
-3,2017-09-04 13:00,0.3,12.6,45.2,25.6,303.4,84,28.8,394.2,6.7,48.6,16.4
-3,2017-09-05 13:00,0.2,12.6,54.5,17,301.2,85,29.9,398.2,5,50.3,13.3
-3,2017-09-06 13:00,0,14.2,53.3,9.5,114.6,85.6,31.1,402.4,3.7,52.2,10.7
-3,2017-09-07 13:00,16.8,8,94.6,19.3,38.9,23,12.5,342.6,0,23,0
-3,2017-09-08 13:00,4.5,8.4,63.8,9.6,16.1,36.4,8.3,334.4,0,15.6,0
-3,2017-09-09 13:00,0,12.2,46,10,251.5,65.1,9.6,338.3,0.9,17.9,0.7
-3,2017-09-10 13:00,0,13.6,41.6,11.9,245.1,80.5,11.1,342.4,2.2,20.5,3.5
-3,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.6,5.8,313.7,0.2,11,0.1
-4,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-4,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-4,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-4,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-4,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-4,2017-09-01 13:00,0,23.3,48.9,20.1,198.9,86.4,40,394.7,7,63.8,19.5
-4,2017-09-02 13:00,18.8,19.1,74.4,19.5,310.6,51.4,17,330.5,0.5,30.2,0.6
-4,2017-09-03 13:00,1.2,19.1,58.1,20,272.3,73.5,18.5,335.7,1.9,32.6,4.3
-4,2017-09-04 13:00,3.9,7.7,59,17,0.4,58.2,13.3,330,0.9,24.2,0.9
-4,2017-09-05 13:00,0.3,11.3,47.7,0.9,189.5,71.5,14.5,333.7,0.7,26.1,0.7
-4,2017-09-06 13:00,0.2,12.4,41,4.3,46.4,81.3,15.9,337.7,1.6,28.4,3.2
-4,2017-09-07 13:00,0,13.9,36.1,9.7,193.4,86.7,17.6,341.9,4.3,31.2,9
-4,2017-09-08 13:00,2.6,11.6,86,19.3,213.8,61.1,14.2,345.7,1.2,25.8,1.8
-4,2017-09-09 13:00,1.1,17.6,48.4,23.1,287,78.5,16,350.5,3.2,28.7,6.5
-4,2017-09-10 13:00,0.7,13.3,38,21.3,291.3,85,17.6,354.7,6.2,31.2,12.1
-4,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.4,9.1,325,0.2,17,0.2
-5,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-5,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-5,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-5,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-5,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-5,2017-09-01 13:00,0,21.6,39.3,20.5,205,87.6,40.2,394.4,8.6,64.1,22.6
-5,2017-09-02 13:00,14.2,17.6,83.8,16.8,277.8,42.5,18.3,347.3,0.1,32.4,0.2
-5,2017-09-03 13:00,2.4,20.1,39,30,271.4,76,17.3,352.6,3.7,30.8,7.8
-5,2017-09-04 13:00,7.1,11.4,91.3,24.2,323.3,36.5,9.6,335.1,0.1,18,0
-5,2017-09-05 13:00,5.2,5.5,67.7,12.3,357.1,37.2,5.8,324.2,0,11.1,0
-5,2017-09-06 13:00,0,8.2,53.3,19.1,117.2,63.6,6.5,327.3,1.3,12.5,0.9
-5,2017-09-07 13:00,21.2,4.7,92.7,22.7,21.1,19.4,2.6,263,0,5.2,0
-5,2017-09-08 13:00,10.2,4.7,85.9,23.5,335.7,21.3,0.9,239.2,0,1.7,0
-5,2017-09-09 13:00,0.6,10.9,50.2,13.3,307.1,54.8,1.9,242.8,0.5,3.8,0.2
-5,2017-09-10 13:00,0.6,17.1,42.4,7.6,254.1,76.9,3.8,247.6,1.3,7.3,0.7
-5,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,43.9,1.8,225.4,0.2,3.6,0.1
-6,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-6,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-6,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-6,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-6,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-6,2017-09-01 13:00,0,23.1,34.2,20.5,197.3,88.9,40.6,394.7,10.3,64.6,25.9
-6,2017-09-02 13:00,23.4,20.4,83.1,14.7,272.9,42.1,16.1,313.9,0.1,28.5,0.1
-6,2017-09-03 13:00,2.2,11.6,68.9,27.5,286.3,58.2,14.2,317.7,1.5,25.5,2.5
-6,2017-09-04 13:00,4.2,9.6,62.4,20.1,312.4,54.8,9.8,311.7,0.8,18.2,0.6
-6,2017-09-05 13:00,0,13.3,39.9,12.8,5.7,76.9,11.4,315.8,1.7,20.8,2.5
-6,2017-09-06 13:00,0,14.3,43.5,8.5,334.2,84.2,12.9,320.1,2.9,23.4,5.2
-6,2017-09-07 13:00,1.4,14.6,65.3,20.6,216.8,77.7,13.9,324.4,2.6,25.1,4.9
-6,2017-09-08 13:00,2.8,10.7,83.2,24.2,297.2,58.9,10.7,323.3,1.3,19.8,1.6
-6,2017-09-09 13:00,3.6,8.6,89.3,21.6,309.8,41.8,7.1,319,0.1,13.5,0.1
-6,2017-09-10 13:00,2.4,10.7,48.7,11.6,311.8,57.5,6.2,322.6,0.6,11.9,0.4
-6,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,40.1,3.1,295.4,0.1,6.1,0
-7,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-7,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-7,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-7,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-7,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-7,2017-09-01 13:00,0,21.6,38.2,19.1,176.8,87.7,40.2,394.4,8.1,64.1,21.8
-7,2017-09-02 13:00,11,16.4,65.7,18.6,319.7,55.9,20.5,359.6,0.8,35.9,1.2
-7,2017-09-03 13:00,2.2,14.1,88.6,14,252.4,50.3,17.9,363.8,0.3,31.9,0.4
-7,2017-09-04 13:00,5.8,9.4,76.2,23,276.7,43.8,11,350.2,0.2,20.3,0.2
-7,2017-09-05 13:00,11.5,10.1,89.4,22.2,334.4,25.3,5.3,316.4,0,10.1,0
-7,2017-09-06 13:00,1.6,10.3,51.3,9.2,267.3,50.8,5.7,320,0.3,10.9,0.2
-7,2017-09-07 13:00,4.8,6.5,80,23.8,22.9,41.6,3.1,311.1,0.2,6.1,0.1
-7,2017-09-08 13:00,0.9,9.3,41.3,14.9,231.7,66.3,4.2,314.5,1.2,8.2,0.6
-7,2017-09-09 13:00,10.1,8.2,57.7,14.1,336.4,45.4,2.3,288,0.2,4.5,0.1
-7,2017-09-10 13:00,0.4,10.6,45.2,10.2,281.8,69.1,3.4,291.6,1,6.6,0.5
-7,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,42.4,1.6,266.6,0.1,3.2,0
-8,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-8,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-8,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-8,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-8,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-8,2017-09-01 13:00,0,21.9,31.8,23.6,207.3,89.2,40.5,394.4,12.5,64.5,29.5
-8,2017-09-02 13:00,10,22.1,71.7,13.1,198.3,57.1,21.5,364.8,0.6,37.5,0.9
-8,2017-09-03 13:00,6.3,17.6,45,24.7,277.3,66.5,14.2,350.6,1.9,25.8,3.6
-8,2017-09-04 13:00,2,9.6,85.9,15.2,317.1,56.6,12.5,354,0.7,23,0.7
-8,2017-09-05 13:00,1.9,10.4,60.7,8.7,303.2,61,11.6,357.6,0.7,21.5,0.6
-8,2017-09-06 13:00,1.8,10.9,64,15.7,295.3,65.4,11.1,361.3,1.2,20.6,1.4
-8,2017-09-07 13:00,1.7,8.3,40,17.4,298.4,71.6,11.1,364.5,1.6,20.6,2.3
-8,2017-09-08 13:00,1.6,9.8,60.8,12.5,148.1,69.9,11.1,367.9,1.2,20.6,1.4
-8,2017-09-09 13:00,2,22.1,54.1,20.2,211.2,78,11.2,373.6,2.6,20.9,4.3
-8,2017-09-10 13:00,0.3,16.4,54,8.7,328.6,83.5,12.7,378.3,2.7,23.4,4.8
-8,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.1,6.6,346.7,0.2,12.6,0.1
-9,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-9,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-9,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-9,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-9,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-9,2017-09-01 13:00,0,19.8,34.2,13.6,178,87.6,40.2,394.1,6,64,17.5
-9,2017-09-02 13:00,0.3,16.4,73.1,17.6,177.2,84.9,41,398.7,5.1,65.3,15.5
-9,2017-09-03 13:00,32.3,15.6,57.8,21.1,323.3,54.1,15.7,285.9,0.7,27.6,0.8
-9,2017-09-04 13:00,3.5,16.6,54.8,17.3,319.5,64.2,12.4,284.2,1.2,22.4,1.7
-9,2017-09-05 13:00,1.8,12.8,69.1,17.2,325.3,66.9,12,288.2,1.3,21.7,1.9
-9,2017-09-06 13:00,4.6,11.8,82.2,16.9,334.7,47.2,7.6,281.8,0.3,14.3,0.2
-9,2017-09-07 13:00,0.1,17.6,47.1,8.7,329.2,73.7,9.4,286.7,1.1,17.4,0.9
-9,2017-09-08 13:00,0,20.1,43,12,230.2,85.3,11.5,292,4,21,6.7
-9,2017-09-09 13:00,0.4,19.4,63.8,24.8,226.8,85.3,12.9,297.2,7.7,23.2,12.3
-9,2017-09-10 13:00,5.5,17.8,41.8,23,272.1,72.1,9.3,288.7,2.1,17.3,3
-9,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,43,4.8,263.9,0.1,9.2,0.1
-10,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-10,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-10,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-10,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-10,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-10,2017-09-01 13:00,0.1,18.8,50.2,21.3,185.8,85.1,39.5,393.9,6.2,63.2,17.8
-10,2017-09-02 13:00,7.7,21.9,35.5,18.5,269.4,74.4,24.4,373.5,1.9,42,5
-10,2017-09-03 13:00,2.6,12.6,80.7,21.6,299.3,61.3,20.4,377.4,1.3,35.9,3
-10,2017-09-04 13:00,3.4,9.2,57.7,15.8,358.2,57.8,15.5,373,0.8,28.1,0.9
-10,2017-09-05 13:00,0,15.3,32.2,1.8,157.1,77.1,17.5,377.4,1,31.4,1.6
-10,2017-09-06 13:00,0.4,12.9,43.9,5.9,114.5,83.6,18.9,381.5,2.3,33.7,5.4
-10,2017-09-07 13:00,2.2,13.2,52.3,7.8,184.8,71.9,17.3,385.5,1,31.1,1.7
-10,2017-09-08 13:00,10,8.8,87.4,13.8,31.9,31.7,8.7,354.2,0,16.5,0
-10,2017-09-09 13:00,0.7,14.3,52.8,17.7,272.2,64.8,10,358.5,1.3,18.8,1.4
-10,2017-09-10 13:00,0.2,13.8,44.4,19.2,278.6,80.9,11.5,362.7,3.3,21.3,5.6
-10,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,44.7,6,332.4,0.2,11.4,0.1
-11,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-11,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-11,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-11,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-11,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-11,2017-09-01 13:00,4.5,15.3,92.5,17.8,202.2,42.7,25.7,380.6,0.1,44,0.2
-11,2017-09-02 13:00,4.2,19.9,46.2,20.3,286.2,67.4,19.5,374.6,1.6,34.4,3.6
-11,2017-09-03 13:00,10.1,12.7,85.8,14.3,311.6,34.6,9.9,344.3,0,18.5,0
-11,2017-09-04 13:00,2.3,10.6,79,16.1,357.7,45.1,8.2,347.9,0.2,15.4,0.1
-11,2017-09-05 13:00,0.2,12.3,48,14.8,350.2,70.8,9.4,351.8,1.3,17.6,1.5
-11,2017-09-06 13:00,0.2,11.9,49,9.6,350.5,80.5,10.6,355.7,1.9,19.7,3
-11,2017-09-07 13:00,0,14.6,38.2,8.8,151.4,86.2,12.3,360,3.9,22.7,6.8
-11,2017-09-08 13:00,0,16.8,40.7,27.4,136.2,88.1,14.2,364.7,13,25.9,19.4
-11,2017-09-09 13:00,20.3,11.9,94.4,4.6,160,20.1,6.1,298.9,0,11.7,0
-11,2017-09-10 13:00,5.2,17.3,47.6,13.4,253.8,53.8,4.8,291.4,0.5,9.2,0.3
-11,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,39.3,2.4,266.4,0.1,4.6,0
-12,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-12,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-12,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-12,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-12,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-12,2017-09-01 13:00,0,21.1,31.1,13.2,179.5,88.5,40.5,394.3,6.8,64.4,19.1
-12,2017-09-02 13:00,9.4,13.3,95.9,12.4,210.8,27.5,20.9,365.3,0,36.5,0
-12,2017-09-03 13:00,1.5,21.1,40.7,19.7,271.8,72.2,23.2,370.9,1.8,40.1,4.7
-12,2017-09-04 13:00,2.7,16.8,51.4,16.9,291.3,71.8,20.1,375.6,1.6,35.4,3.6
-12,2017-09-05 13:00,0.3,16.1,57.7,5.9,283.8,80.3,21.4,380.2,1.6,37.5,3.8
-12,2017-09-06 13:00,0.2,17.4,58.2,6.3,41.1,83.7,22.7,385,2.5,39.6,6.3
-12,2017-09-07 13:00,0.2,20.4,48.4,13.7,188.5,86.9,24.7,390.4,5.5,42.7,13.1
-12,2017-09-08 13:00,0,23.4,48.6,14,237.6,88,27,396.3,6.5,46.1,15.5
-12,2017-09-09 13:00,0,23.9,28.7,8,92.1,91.4,30.1,402.4,7.8,50.8,18.8
-12,2017-09-10 13:00,0,23.1,61.9,14.9,163.7,88,31.8,408.2,6.8,53.2,17.4
-12,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.9,15.7,374.1,0.2,28.5,0.3
-13,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-13,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-13,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-13,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-13,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-13,2017-09-01 13:00,0,21.4,40.6,21.4,200.1,87.3,40.1,394.4,8.6,64,22.7
-13,2017-09-02 13:00,13,21.9,49.6,20.5,290.9,68.3,20.4,352.8,1.7,35.6,3.9
-13,2017-09-03 13:00,4.3,12.9,89.7,20.6,339.3,43.7,13.7,345.9,0.2,24.9,0.2
-13,2017-09-04 13:00,0.1,15.4,38.3,9.2,318.3,72.9,15.5,350.4,1.1,27.9,1.8
-13,2017-09-05 13:00,0.8,12.6,68,18.4,327.6,77,16.3,354.4,2.2,29.2,4.6
-13,2017-09-06 13:00,0.3,16.1,45.4,7.7,310.7,84.3,18,359,2.8,31.9,6.2
-13,2017-09-07 13:00,0.1,13.8,31.9,12.5,339.6,88.3,19.8,363.2,6.3,34.8,13
-13,2017-09-08 13:00,0,14.2,28.2,8.2,317.5,89.9,21.7,367.4,6.4,37.8,13.8
-13,2017-09-09 13:00,0.5,10.8,60.3,17.6,124.7,86.9,22.6,371.1,6.7,39.2,14.5
-13,2017-09-10 13:00,0.7,15.7,50,11.5,100.6,85.3,24.1,375.6,3.9,41.5,9.8
-13,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.4,12.3,344.3,0.2,22.5,0.2
-14,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-14,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-14,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-14,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-14,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-14,2017-09-01 13:00,0,20.4,53.9,20.9,185.8,84.8,39.5,394.2,5.9,63.2,17.1
-14,2017-09-02 13:00,3.3,22.6,38.4,22.6,269.7,81.2,32.8,392.3,4,54.2,11.7
-14,2017-09-03 13:00,0.1,20.9,30.9,24.5,283.1,89.7,35.5,397.8,14.2,58,30.5
-14,2017-09-04 13:00,2.4,17.3,54.9,16.6,294.2,76.1,31.6,402.6,1.9,52.9,5.9
-14,2017-09-05 13:00,3,8.1,72.3,16.8,352.4,59.1,25.1,399.2,0.9,43.4,2.1
-14,2017-09-06 13:00,0.2,12.8,43,5.7,335.5,76,26.5,403.2,1.1,45.6,2.9
-14,2017-09-07 13:00,0,17.4,38.9,19.8,224.3,86.3,28.6,408.1,6.8,48.6,16.5
-14,2017-09-08 13:00,0,22.8,48.4,21,228.8,87.8,30.7,413.9,9.1,51.9,21.1
-14,2017-09-09 13:00,0,25.4,29.8,4.3,56.3,91.3,34.1,420.2,6.4,56.7,17.2
-14,2017-09-10 13:00,0.8,18.8,58.5,11.9,83.6,85.3,35.5,425.2,4,58.8,12.2
-14,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,45.4,17.7,389.6,0.2,31.8,0.3
-15,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-15,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-15,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-15,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-15,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
-15,2017-09-01 13:00,0,20.9,37.7,21.9,188.1,87.7,40.2,394.3,9.3,64,24
-15,2017-09-02 13:00,12.1,20.4,30.8,20.3,310.1,72.5,21.4,355.8,1.9,37.2,4.7
-15,2017-09-03 13:00,0,19.6,46.5,6.3,320.5,83.5,23.4,361.1,2.4,40.3,6.1
-15,2017-09-04 13:00,6.2,10.7,87.9,17,315.8,41.6,13.9,346.1,0.1,25.2,0.1
-15,2017-09-05 13:00,2.1,13.1,65.2,15.9,5.8,57.7,12.6,350.2,0.8,23.2,0.8
-15,2017-09-06 13:00,1.4,14.3,47.3,12.2,6.3,71.8,14.1,354.5,1.2,25.6,2
-15,2017-09-07 13:00,3.7,10.3,87.3,10,99.1,45.5,9.7,349.6,0.1,18.2,0.1
-15,2017-09-08 13:00,1.9,11.4,83,10.4,246.4,48.7,8.8,353.4,0.2,16.5,0.2
-15,2017-09-09 13:00,0.9,15.9,51.3,9.9,176.2,70.5,10.3,357.9,1,19.1,0.9
-15,2017-09-10 13:00,2,15.3,92.9,11.9,177.4,54.8,8.8,362.4,0.5,16.6,0.4
-15,2017-09-11 13:00,10.1,7.8,69.6,17.1,22.3,39.5,4.5,332.2,0.1,8.8,0
-16,2017-08-27 13:00,0,20.2,45,6,180,89.9,63,403,5.7,90.6,20.4
-16,2017-08-28 13:00,0,23.6,48,13,220,89.9,65.7,410.3,8.1,93.8,26.5
-16,2017-08-29 13:00,0,21.3,66,8,350,87.1,67.3,417.1,4.2,95.9,16.8
-16,2017-08-30 13:00,10.6,14.7,54,10,360,54.5,35.6,382.8,0.4,57.7,0.8
-16,2017-08-31 13:00,0,16.8,41,7,210,77,37.7,388.8,1.2,60.7,4.3
